id,asins,brand,categories,colors,dateAdded,dateUpdated,dimension,ean,keys,manufacturer,manufacturerNumber,name,prices,reviews.date,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,sizes,upc,weight,sentiment,clean_review
AVpe7LD5LJeJML43ybWA,"B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",Amazon,"Amazon Devices,Kindle Store,buy a kindle",,2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,,,"kindlefirehdx7/b00dopno4m,kindlefirehdx7/b00bwyq9ye,kindlefirehdx7/b00cyqpmjc,kindlefirehdx7/b00cuu1cgy,kindlefirehdx7/b00bwyrf7e,kindlefirehdx7/b00cyqp3ak",,,"Kindle Fire HDX 7""","[{""amountMax"":64.99,""amountMin"":64.99,""currency"":""USD"",""dateAdded"":""2015-05-22T15:33:59Z"",""dateSeen"":[""2015-04-04T12:23:25.023Z"",""2015-07-04T05:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/kindle-fire-hdx-student-gaming-tablet/dp/B00BWYQ9YE"",""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CUU1CGY"",""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQP3AK"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYRF7E"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYQ9YE""]},{""amountMax"":199.00,""amountMin"":199.00,""currency"":""USD"",""dateAdded"":""2015-05-22T15:33:59Z"",""dateSeen"":[""2015-04-30T04:47:14.337Z"",""2015-05-15T23:35:24.712Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYQ9YE"",""http://www.amazon.com/kindle-fire-hdx-student-gaming-tablet/dp/B00BWYQ9YE"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYRF7E""]},{""amountMax"":179.00,""amountMin"":179.00,""currency"":""USD"",""dateAdded"":""2015-05-22T15:33:59Z"",""dateSeen"":[""2014-11-16T07:30:04.935Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/kindle-fire-hdx-student-gaming-tablet/dp/B00BWYQ9YE""]},{""amountMax"":254.00,""amountMin"":254.00,""currency"":""USD"",""dateAdded"":""2015-11-10T11:49:35Z"",""dateSeen"":[""2015-05-25T22:24:17.598Z"",""2015-05-25T22:24:21.003Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC"",""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQP3AK""]},{""amountMax"":214.00,""amountMin"":214.00,""currency"":""USD"",""dateAdded"":""2015-11-10T11:49:35Z"",""dateSeen"":[""2015-05-25T22:24:17.638Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC""]},{""amountMax"":234.00,""amountMin"":234.00,""currency"":""USD"",""dateAdded"":""2015-11-10T11:49:35Z"",""dateSeen"":[""2014-11-08T20:31:48.069Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC""]},{""amountMax"":219.00,""amountMin"":219.00,""currency"":""USD"",""dateAdded"":""2015-11-09T16:51:40Z"",""dateSeen"":[""2015-05-25T22:23:12.394Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CUU1CGY"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYRF7E""]},{""amountMax"":259.00,""amountMin"":259.00,""currency"":""USD"",""dateAdded"":""2015-11-09T16:51:40Z"",""dateSeen"":[""2014-11-06T22:32:53.093Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CUU1CGY""]},{""amountMax"":279.00,""amountMin"":279.00,""currency"":""USD"",""dateAdded"":""2015-11-09T16:51:40Z"",""dateSeen"":[""2015-05-25T22:23:11.955Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CUU1CGY""]},{""amountMax"":214.99,""amountMin"":214.99,""currency"":""USD"",""dateAdded"":""2015-09-19T18:21:14Z"",""dateSeen"":[""2015-09-18T00:00:00Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC""]},{""amountMax"":254.99,""amountMin"":254.99,""currency"":""USD"",""dateAdded"":""2015-09-19T18:21:14Z"",""dateSeen"":[""2015-09-18T00:00:00Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQPMJC""]},{""amountMax"":239.99,""amountMin"":239.99,""currency"":""USD"",""dateAdded"":""2015-12-01T04:53:22Z"",""dateSeen"":[""2015-11-12T00:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYRF7E""]},{""amountMax"":294.00,""amountMin"":294.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:23:39Z"",""dateSeen"":[""2015-05-25T22:24:20.962Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQP3AK""]},{""amountMax"":274.00,""amountMin"":274.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:23:39Z"",""dateSeen"":[""2014-11-09T08:59:35.535Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQP3AK""]},{""amountMax"":179.99,""amountMin"":179.99,""currency"":""USD"",""dateAdded"":""2016-07-14T18:56:33Z"",""dateSeen"":[""2016-03-12T00:00:00Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYQ9YE""]},{""amountMax"":199.99,""amountMin"":199.99,""currency"":""USD"",""dateAdded"":""2016-07-14T18:56:33Z"",""dateSeen"":[""2016-03-12T00:00:00Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYQ9YE""]},{""amountMax"":309.00,""amountMin"":309.00,""currency"":""USD"",""dateAdded"":""2015-12-01T19:50:06Z"",""dateSeen"":[""2015-12-01T19:50:06Z""],""isSale"":""false"",""sourceURLs"":[""http://cheapcomparecamcorder.com/kindle_fire_hdx_7_hdx_display_wi_fi_64_gb___includes_special_offers_b00cuu1cgy.html""]},{""amountMax"":239.00,""amountMin"":239.00,""currency"":""USD"",""dateAdded"":""2015-05-22T16:45:14Z"",""dateSeen"":[""2015-05-15T23:35:24.556Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BWYRF7E""]},{""amountMax"":294.99,""amountMin"":294.99,""currency"":""USD"",""dateAdded"":""2015-11-09T16:31:36Z"",""dateSeen"":[""2015-11-05T00:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CYQP3AK""]}]",2014-05-01T05:00:00Z,,,,http://www.amazon.com/kindle-fire-hdx-student-gaming-tablet/product-reviews/B00BWYQ9YE/ref=cm_cr_dp_see_all_btm?ie=UTF8&showViewpoints=1&sortBy=bySubmissionDateDescending,"I love this handheld device especially all the items available for it. Games, books, music, etc. Glad I bought it. Thanks for having it available.",,,,,,,,positive,love handheld device especially item available game book music etc glad buy thank have available
AVpfpzCi1cnluZ0-oxEr,B00DOPNLJ0,Amazon,Amazon Devices,,2015-06-02T08:44:19Z,2017-08-07T15:41:59Z,,,kindlefirehdx89/b00dopnlj0,,,"Kindle Fire HDX 8.9""","[{""amountMax"":464.00,""amountMin"":464.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-03-21T14:29:50.045Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00CLH0O0Q""]},{""amountMax"":399.00,""amountMin"":399.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-25T22:29:12.934Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BYHTK5Y""]},{""amountMax"":364.00,""amountMin"":364.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-16T16:36:16.959Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00BYHRY3O""]},{""amountMax"":69.99,""amountMin"":69.99,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-25T22:30:30.229Z"",""2015-11-13T00:00:00Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00BYHRY3O"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BHJRYYS""]},{""amountMax"":379.00,""amountMin"":379.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-16T16:36:23.090Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CLH5O9W""]},{""amountMax"":529.00,""amountMin"":529.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-22T17:14:28.192Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00D3WOKDK""]},{""amountMax"":479.00,""amountMin"":479.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-22T17:17:43.624Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00D3WO92W""]},{""amountMax"":414.00,""amountMin"":414.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-16T16:36:16.887Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00BYHRY3O""]},{""amountMax"":394.00,""amountMin"":394.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-03-21T13:09:02.828Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B00BHJS3C0""]},{""amountMax"":579.00,""amountMin"":579.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-22T17:17:02.367Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00D3WQMVI""]},{""amountMax"":449.00,""amountMin"":449.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-16T16:36:23.025Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CLH5O9W""]},{""amountMax"":349.00,""amountMin"":349.00,""currency"":""USD"",""dateAdded"":""2015-06-02T08:44:19Z"",""dateSeen"":[""2015-05-16T16:35:35.965Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BYHTK5Y""]},{""amountMax"":329.99,""amountMin"":329.99,""currency"":""USD"",""dateAdded"":""2015-12-02T21:26:18Z"",""dateSeen"":[""2015-11-29T00:00:00Z""],""isSale"":""true"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BHJRYYS""]},{""amountMax"":399.99,""amountMin"":399.99,""currency"":""USD"",""dateAdded"":""2015-12-02T21:26:18Z"",""dateSeen"":[""2016-03-18T00:00:00Z""],""isSale"":""false"",""merchant"":""Amazon.com"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BYHTK5Y""]},{""amountMax"":349.99,""amountMin"":349.99,""currency"":""USD"",""dateAdded"":""2015-12-02T21:26:18Z"",""dateSeen"":[""2016-03-18T00:00:00Z""],""isSale"":""true"",""merchant"":""Amazon.com"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BYHTK5Y""]},{""amountMax"":449.99,""amountMin"":449.99,""currency"":""USD"",""dateAdded"":""2015-12-02T21:26:18Z"",""dateSeen"":[""2015-12-16T00:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00CLGYT1W"",""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00D3WO92W""]},{""amountMax"":349.99,""amountMin"":349.99,""currency"":""USD"",""dateAdded"":""2015-12-02T21:26:18Z"",""dateSeen"":[""2015-11-13T00:00:00Z"",""2016-01-15T00:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BHJRYYS""]}]",,,,,http://www.amazon.com/Kindle-Fire-HDX-Display-Wi-Fi/dp/B00BHJRYYS,"Updated 12/8/2014One year in...This review is for the the no-ad 64 GB wifi-only HDX 8.9.I use a Galaxy S5 Android smartphone so the HDX is for media / web surfing / offline viewing for travel. Since I had already been using Amazon Prime and Prime Music it was a no brainer for me to use the HDX to fill the role of media / web surfing on a tablet.Be informed about the download limitations to this device. Amazon has been adding clarification to this which should help would-be purchasers make a more informed opinion. This wasn't as obvious as it should have been when I ordered mine so they're listening which is good.Be aware that their most popular Prime content *may* not be available to download (and save) to your HDX. You can save certain videos to your HDX but you won't know which ones until you buy an HDX and try it out. *** Edited 12/21/2013 You can now see a list of Prime movies and shows that can be downloaded to the device. That's an improvement and more clearly shows the available downloadable Prime content. +1 for Amazon. ***I was also under the assumption that you could download as many videos as you'd like with the limiting factor being the memory capacity of the HDX. Also NOT the case. So again, I bought the larger capacity HDX under this assumption. That was dumb on my part as it turns out because you're not limited by storage capacity. You're limited the NUMBER of downloads you can have on your device. Kids' content can be really short so you may find yourself running into that limitation, but most people never will.Read more","KF HDX 8.9 is ok do homework on Prime download before you buy 8,276 of 8,580 people found this helpful. Was this review helpful to you Yes No",,,B. Tarbuck,,,,positive,update year inthis review noad   gb wifionly hdx use galaxy s android smartphone hdx medium   web surf   offline view travel amazon prime prime music no brainer use hdx fill role medium   web surfing tabletbe inform download limitation device amazon add clarification help wouldbe purchaser informed opinion not obvious order listen goodbe aware popular prime content not available download save hdx save certain video hdx will not know one buy hdx try   edit   list prime movie show download device s improvement clearly show available downloadable prime content   amazon assumption download video d like limit factor memory capacity hdx not case buy large capacity hdx assumption dumb turn not limit storage capacity limit number download device kid content short find run limitation people never willread
AVpfLiCSilAPnD_xWpk_,B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",,2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,,848719000000.0,"848719022827,0848719022827,amazonfiretv/b00cx5p8fc,amazon/848719022827,2015amazonfiretv4kultrahddigitalmediastreamersealedbox/151842588028,brandnewamazonfiretvboxsealedinretailbox2015/272013292018",Amazon,8.48719E+11,Amazon Fire TV,"[{""amountMax"":99.99,""amountMin"":99.99,""condition"":""New"",""currency"":""USD"",""dateAdded"":""2017-08-08T22:03:26Z"",""dateSeen"":[""2017-08-04T07:34:46.596Z"",""2017-07-27T14:42:43.007Z""],""isSale"":""false"",""sourceURLs"":[""https://www.barcodable.com/upc/848719022827""]},{""amountMax"":119.99,""amountMin"":119.99,""condition"":""New"",""currency"":""USD"",""dateAdded"":""2015-11-06T14:19:24Z"",""dateSeen"":[""2015-11-01T00:00:00Z""],""isSale"":""false"",""shipping"":""FREE"",""sourceURLs"":[""http://www.ebay.com/itm/2015-Amazon-Fire-Tv-4K-Ultra-HD-Digital-Media-Streamer-Sealed-Box-/151842588028?hash=item235a86057c:g:9iYAAOSwuWVWFUza""]},{""amountMax"":129.99,""amountMin"":129.99,""condition"":""New"",""currency"":""USD"",""dateAdded"":""2015-11-02T10:43:00Z"",""dateSeen"":[""2015-10-27T00:00:00Z""],""isSale"":""false"",""shipping"":""USD 5.99"",""sourceURLs"":[""http://www.ebay.com/itm/BRAND-NEW-AMAZON-FIRE-TV-BOX-sealed-in-retail-box-2015-/272013292018?hash=item3f554171f2""]},{""amountMax"":12.99,""amountMin"":12.99,""currency"":""USD"",""dateAdded"":""2016-01-22T16:14:46Z"",""dateSeen"":[""2016-03-17T00:00:00Z""],""isSale"":""false"",""sourceURLs"":[""http://www.amazon.com/Fire-TV-streaming-media-player/dp/B00CX5P8FC""]},{""amountMax"":99.00,""amountMin"":99.00,""currency"":""USD"",""dateAdded"":""2015-08-14T22:43:29Z"",""dateSeen"":[""2015-08-14T00:00:00Z""],""isSale"":""false"",""shipping"":""FREE Shipping."",""sourceURLs"":[""http://www.amazon.com/Fire-TV-streaming-media-player/dp/B00CX5P8FC""]},{""amountMax"":84.00,""amountMin"":84.00,""currency"":""USD"",""dateAdded"":""2015-05-22T18:12:20Z"",""dateSeen"":[""2014-11-09T03:30:31.016Z""],""isSale"":""true"",""sourceURLs"":[""http://www.amazon.com/Fire-TV-streaming-media-player/dp/B00CX5P8FC""]}]",2014-04-30T05:00:00Z,,,,http://www.amazon.com/Fire-TV-streaming-media-player/product-reviews/B00CX5P8FC/ref=cm_cr_dp_see_all_btm?ie=UTF8&showViewpoints=1&sortBy=bySubmissionDateDescending,This was easy to set up I can access many movies and purchase new releases without going out of the house to search for a video store. I can also access my Netflix I love this and wondered how I ever lived without it. Thank you Amazon,Amazon Fire TV - A must have!!!!,,,Amazon Customer,,848719000000.0,,positive,easy set access movie purchase new release go house search video store access netflix love wonder live thank amazon
AVzRlo37glJLPUi8FbPy,B01LW1MS9C,Amazon,"Amazon Devices,Kindle Store",,2017-06-22T20:55:23Z,2017-08-13T08:28:46Z,,,amazonechodotcasefitsechodot2ndgenerationonlycharcoalfabric/b01lw1ms9c,,,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,"[{""amountMax"":14.99,""amountMin"":14.99,""currency"":""USD"",""dateAdded"":""2017-08-13T08:28:46Z"",""dateSeen"":[""2017-07-25T23:50:10.615Z"",""2017-07-25T23:45:15.952Z"",""2017-07-25T17:20:15.744Z"",""2017-07-25T17:09:54.957Z"",""2017-07-21T01:59:27.181Z"",""2017-06-17T20:35:50.217Z"",""2017-06-17T20:38:05.196Z""],""isSale"":""false"",""merchant"":""Amazon.com"",""shipping"":""FREE Shipping on orders over USD 25.00"",""sourceURLs"":[""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/135-1292226-5659745?s=fiona-hardware&ie=UTF8&qid=1500945241&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/132-5615145-9127409?s=fiona-hardware&ie=UTF8&qid=1500945236&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/145-4639212-6106769?s=fiona-hardware&ie=UTF8&qid=1500944910&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/141-0458241-2772141?s=fiona-hardware&ie=UTF8&qid=1500944904&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_20/141-3990536-5572063?s=fiona-hardware&ie=UTF8&qid=1500428951&sr=1-20"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_31/136-1177372-9583932?s=fiona-hardware&ie=UTF8&qid=1497291932&sr=1-31"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_44/137-2305761-1938425?s=fiona-hardware&ie=UTF8&qid=1497291934&sr=1-44""]},{""amountMax"":9.99,""amountMin"":9.99,""currency"":""USD"",""dateAdded"":""2017-08-13T08:28:46Z"",""dateSeen"":[""2017-07-25T23:50:10.615Z"",""2017-07-25T23:45:15.952Z"",""2017-07-25T17:20:15.744Z"",""2017-07-25T17:09:54.957Z"",""2017-07-21T01:59:27.181Z""],""isSale"":""true"",""merchant"":""Amazon.com"",""shipping"":""FREE Shipping on orders over USD 25.00"",""sourceURLs"":[""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/135-1292226-5659745?s=fiona-hardware&ie=UTF8&qid=1500945241&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/132-5615145-9127409?s=fiona-hardware&ie=UTF8&qid=1500945236&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/145-4639212-6106769?s=fiona-hardware&ie=UTF8&qid=1500944910&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/141-0458241-2772141?s=fiona-hardware&ie=UTF8&qid=1500944904&sr=1-26"",""https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_20/141-3990536-5572063?s=fiona-hardware&ie=UTF8&qid=1500428951&sr=1-20""]}]",2016-11-06T00:00:00.000Z,,303.0,5.0,"https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/135-1292226-5659745?s=fiona-hardware&ie=UTF8&qid=1500945241&sr=1-26,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/132-5615145-9127409?s=fiona-hardware&ie=UTF8&qid=1500945236&sr=1-26,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/145-4639212-6106769?s=fiona-hardware&ie=UTF8&qid=1500944910&sr=1-26,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_26/141-0458241-2772141?s=fiona-hardware&ie=UTF8&qid=1500944904&sr=1-26,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_20/141-3990536-5572063?s=fiona-hardware&ie=UTF8&qid=1500428951&sr=1-20,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_31/136-1177372-9583932?s=fiona-hardware&ie=UTF8&qid=1497291932&sr=1-31,https://www.amazon.com/Amazon-Echo-Case-fits-Generation/dp/B01K9KW9A4/ref=sr_1_44/137-2305761-1938425?s=fiona-hardware&ie=UTF8&qid=1497291934&sr=1-44","I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",The Extra Touch,,,dm,,,,positive,thoroughly impressed echo dot case take level appear high end product vs nerdy plastic computer sit kitchen countertop construction solid slightly lift allow audio access echo casecover echo need extra touch allow blend offer great functionality alexa
